vp,session,trial_type,trial,freq_log,peak_time_log,peak_amplitude_log,peak_time_log_db,peak_amplitude_log_db,peak_time_log_db_bsl,peak_amplitude_log_db_bsl,freq_lin,peak_time_lin,peak_amplitude_lin,peak_time_lin_db,peak_amplitude_lin_db,peak_time_lin_db_bsl,peak_amplitude_lin_db_bsl
1,1,1,7,5.65685424949238,0.457,0.000237187938182615,0.457,-36.3264923095703,0.457,-2.65021324157715,6,0.457,0.000165213903528638,0.457,-38.0211791992188,0.457,-3.34554362297058
1,1,1,7,6.16884330163176,0.457,0.000143907222081907,0.457,-38.7164344787598,0.457,-3.55688238143921,6.5,0.457,0.000121100696560461,0.457,-39.6716728210449,0.457,-3.61051321029663
1,1,1,7,6.72717132202972,0.457,0.000116130526294,0.457,-39.9304389953613,0.457,-3.29714632034302,7,0.457,0.000117826544737909,0.457,-39.8361587524414,0.457,-2.56628608703613
1,1,1,7,7.33603234563737,0.457,0.000126638944493607,0.457,-39.3870811462402,0.457,-1.39726960659027,7.5,0.457,0.000132103479700163,0.457,-39.1361770629883,0.457,-0.815078675746918
1,1,1,7,8,0.457,0.000147212485899217,0.457,-38.5179977416992,0.457,0.756116092205048,8,0.457,0.000147212485899217,0.457,-38.5179977416992,0.457,0.756116092205048
1,1,1,8,4,0.341,1.94153217307758e-05,0.389,-43.708553314209,0.389,-6.39482975006104,4,0.341,1.94153217307758e-05,0.369,-45.3006973266602,0.369,-7.98697900772095
1,1,1,8,4.36203093066103,0.341,4.43574790551793e-05,0.389,-42.7075805664062,0.389,-3.48180770874023,4.5,0.341,5.46665687579662e-05,0.369,-42.6156921386719,0.369,-2.78968834877014
1,1,1,8,4.75682846001088,0.341,7.40177201805636e-05,0.389,-41.8926315307617,0.389,-1.32095623016357,5,0.341,9.22743129194714e-05,0.369,-40.8705978393555,0.369,-0.0466628484427929
1,1,1,8,5.18735821860404,0.341,0.000105833569250535,0.389,-40.7364921569824,0.389,0.0720452219247818,5.5,0.341,0.000125956474221312,0.369,-39.4052543640137,0.369,1.20341312885284
1,1,1,8,5.65685424949238,0.341,0.000134308938868344,0.389,-39.4033203125,0.389,1.0883891582489,6,0.341,0.000147697719512507,0.369,-38.4601058959961,0.369,1.82731783390045
1,1,1,8,6.16884330163176,0.341,0.000151817032019608,0.389,-38.4754753112793,0.389,1.75190353393555,6.5,0.341,0.000155666028149426,0.369,-38.0786170959473,0.369,2.11893320083618
1,1,1,8,6.72717132202972,0.341,0.000155552668729797,0.389,-38.2169456481934,0.389,2.02659392356873,7,0.341,0.000153070170199499,0.369,-38.153507232666,0.369,2.21157884597778
1,1,1,8,7.33603234563737,0.341,0.0001473301963415,0.389,-38.6645278930664,0.389,1.93837714195251,7.5,0.341,0.000143722441862337,0.369,-38.5681953430176,0.369,2.18136215209961
1,1,1,8,8,0.341,0.000130568660097197,0.389,-39.7614364624023,0.389,1.53388285636902,8,0.341,0.000130568660097197,0.369,-39.2238502502441,0.369,2.0714647769928
1,1,1,9,4,0.457,0.000783554452937096,0.457,-31.1112003326416,0.457,3.58234763145447,4,0.457,0.000783554452937096,0.457,-31.1112003326416,0.457,3.58234763145447
1,1,1,9,4.36203093066103,0.457,0.000838582112919539,0.457,-30.7857532501221,0.457,4.31984281539917,4.5,0.457,0.000855721416883171,0.457,-30.6892108917236,0.457,4.67345952987671
1,1,1,9,4.75682846001088,0.457,0.000876264472026378,0.457,-30.5767421722412,0.457,5.35962390899658,5,0.457,0.000884233799297363,0.457,-30.5347557067871,0.457,5.98446035385132
1,1,1,9,5.18735821860404,0.457,0.000884974200744182,0.457,-30.5313415527344,0.457,6.41128873825073,5.5,0.457,0.000877983926329762,0.457,-30.567102432251,0.457,6.9497218132019
1,1,1,9,5.65685424949238,0.457,0.000870495161507279,0.457,-30.6046028137207,0.457,7.12047290802002,6,0.457,0.000843123416416347,0.457,-30.742883682251,0.457,7.26135015487671
1,1,1,9,6.16884330163176,0.457,0.000823562499135733,0.457,-30.8443603515625,0.457,7.22978830337524,6.5,0.457,0.000773577892687172,0.457,-31.1157894134521,0.457,7.03002023696899
1,1,1,9,6.72717132202972,0.457,0.000731470645405352,0.457,-31.3591709136963,0.457,6.82071352005005,7,0.457,0.000674707989674062,0.457,-31.7111415863037,0.457,6.5212140083313
1,1,1,9,7.33603234563737,0.457,0.00059958832571283,0.457,-32.2262496948242,0.457,6.1063814163208,7.5,0.457,0.000562347646337003,0.457,-32.5062980651855,0.457,5.89145183563232
1,1,1,9,8,0.457,0.000452884036349133,0.457,-33.4524307250977,0.457,5.20423650741577,8,0.457,0.000452884036349133,0.457,-33.4524307250977,0.457,5.20423650741577
1,1,1,10,4,0.369,0.00152799778152257,0.365,-28.3140888214111,0.365,3.36593961715698,4,0.365,0.00148526951670647,0.361,-28.4509220123291,0.361,3.22910070419312
1,1,1,10,4.36203093066103,0.369,0.00135507702361792,0.365,-28.796947479248,0.365,3.45175766944885,4.5,0.365,0.00128811446484178,0.361,-29.003625869751,0.361,3.43528723716736
1,1,1,10,4.75682846001088,0.369,0.0012313456973061,0.365,-29.1321449279785,0.365,3.66000962257385,5,0.365,0.00115244707558304,0.361,-29.3837299346924,0.361,3.76398587226868
1,1,1,10,5.18735821860404,0.369,0.00108308612834662,0.365,-29.6140327453613,0.365,3.8295304775238,5.5,0.365,0.000994825968518853,0.361,-29.9554710388184,0.361,4.03021907806396
1,1,1,10,5.65685424949238,0.369,0.000924339983612299,0.365,-30.254150390625,0.365,4.02740526199341,6,0.365,0.000857572886161506,0.361,-30.5725231170654,0.361,4.41305255889893
1,1,1,10,6.16884330163176,0.369,0.000792314182035625,0.365,-30.9052772521973,0.365,4.45464658737183,6.5,0.365,0.0007532321033068,0.361,-31.1342906951904,0.361,5.00679922103882
1,1,1,10,6.72717132202972,0.369,0.000690840068273246,0.365,-31.5047798156738,0.365,5.19937896728516,7,0.365,0.000667312124278396,0.361,-31.6751575469971,0.361,5.71906805038452
1,1,1,10,7.33603234563737,0.369,0.00059986236738041,0.365,-32.140064239502,0.365,6.09706735610962,7.5,0.365,0.000587878399528563,0.361,-32.2507362365723,0.361,6.38489294052124
1,1,1,10,8,0.369,0.000504805590026081,0.365,-32.9204940795898,0.365,6.84131240844727,8,0.365,0.000511372985783964,0.361,-32.8835258483887,0.361,6.87827682495117
1,1,1,11,4,0.453,0.000193181069334969,0.453,-37.1556816101074,0.453,-0.288643330335617,4,0.453,0.000193181069334969,0.453,-37.1556816101074,0.453,-0.288643330335617
1,1,1,11,4.36203093066103,0.453,0.000198755791643634,0.453,-37.0195083618164,0.453,1.03914773464203,4.5,0.453,0.000196756082004867,0.453,-37.0617141723633,0.453,1.44633936882019
1,1,1,11,4.75682846001088,0.453,0.000190456965356134,0.453,-37.2021217346191,0.453,2.02055048942566,5,0.453,0.000183357202331536,0.453,-37.3681907653809,0.453,2.32059049606323
1,1,1,11,5.18735821860404,0.453,0.000177897381945513,0.453,-37.5013084411621,0.453,2.40546846389771,5.5,0.453,0.000169490886037238,0.453,-37.7160301208496,0.453,2.36148142814636
1,1,1,11,5.65685424949238,0.453,0.00016569544095546,0.453,-37.8169212341309,0.453,2.29678726196289,6,0.453,0.000158244947670028,0.453,-38.0213356018066,0.453,2.14602041244507
1,1,1,11,6.16884330163176,0.453,0.000154857829329558,0.453,-38.1164360046387,0.453,2.08470964431763,6.5,0.453,0.00014834119065199,0.453,-38.3024101257324,0.453,1.99803042411804
1,1,1,11,6.72717132202972,0.453,0.00014378791092895,0.453,-38.4352951049805,0.453,1.95962607860565,7,0.453,0.000138195275212638,0.453,-38.6035346984863,0.453,1.92988657951355
1,1,1,11,7.33603234563737,0.453,0.000131370397866704,0.453,-38.8192329406738,0.453,1.9158433675766,7.5,0.453,0.000128210449474864,0.453,-38.9239730834961,0.453,1.91988027095795
1,1,1,11,8,0.453,0.000119982621981762,0.453,-39.2154426574707,0.453,1.99397194385529,8,0.453,0.000119982621981762,0.453,-39.2154426574707,0.453,1.99397194385529
1,1,1,12,4,0.257,0.000715216097887605,0.317,-31.9113483428955,0.317,10.5599164962769,4,0.257,0.000715216097887605,0.321,-31.994327545166,0.321,10.4769353866577
1,1,1,12,4.36203093066103,0.257,0.000553777208551764,0.317,-33.2704582214355,0.317,8.79095649719238,4.5,0.257,0.000495845044497401,0.321,-33.9701843261719,0.321,8.10596752166748
1,1,1,12,4.75682846001088,0.257,0.000396707269828767,0.317,-35.1332855224609,0.317,7.18785572052002,5,0.257,0.000315922865411267,0.321,-36.586856842041,0.321,6.14012098312378
1,1,1,12,5.18735821860404,0.257,0.000262808986008167,0.317,-37.5112380981445,0.317,5.55579423904419,5.5,0.257,0.000190146995009854,0.321,-39.4162406921387,0.321,4.0391092300415
1,1,1,12,5.65685424949238,0.257,0.000160146752023138,0.317,-39.999813079834,0.317,3.48121905326843,6,0.257,0.00010682155698305,0.321,-41.6488723754883,0.321,1.44113063812256
1,1,1,12,6.16884330163176,0.257,8.59504652908072e-05,0.317,-41.9727554321289,0.317,0.765474796295166,6.5,0.257,5.38027561560739e-05,0.321,-42.9208946228027,0.321,-0.950589776039124
1,1,1,12,6.72717132202972,0.257,3.76332318410277e-05,0.317,-43.1966819763184,0.317,-1.70181024074554,7,0.257,2.35022853303235e-05,0.321,-43.5189476013184,0.321,-2.47067952156067
1,1,1,12,7.33603234563737,0.257,1.2457189768611e-05,0.317,-43.8593063354492,0.317,-3.1501669883728,7.5,0.257,9.06620425666915e-06,0.321,-43.7397155761719,0.321,-3.11549234390259
1,1,1,12,8,0.257,4.39665473095374e-06,0.317,-44.0303993225098,0.317,-3.39354634284973,8,0.257,4.39665473095374e-06,0.321,-43.723949432373,0.321,-3.08709836006165
1,1,1,13,4,0.257,0.000783097755629569,0.257,-31.0625591278076,0.257,4.78783416748047,4,0.257,0.000783097755629569,0.257,-31.0625591278076,0.257,4.78783416748047
1,1,1,13,4.36203093066103,0.257,0.000757401168812066,0.257,-31.2117137908936,0.257,5.05524206161499,4.5,0.257,0.00076281646033749,0.257,-31.1827964782715,0.257,5.15280055999756
1,1,1,13,4.75682846001088,0.257,0.000778769433964044,0.257,-31.0952491760254,0.257,5.35708332061768,5,0.257,0.000787890108767897,0.257,-31.044958114624,0.257,5.57881021499634
1,1,1,13,5.18735821860404,0.257,0.000784283969551325,0.257,-31.0642948150635,0.257,5.75878429412842,5.5,0.257,0.000751149491406977,0.257,-31.2503643035889,0.257,6.04842901229858
1,1,1,13,5.65685424949238,0.257,0.000721591000910848,0.257,-31.4241313934326,0.257,6.17731332778931,6,0.257,0.000632198352832347,0.257,-31.9979610443115,0.257,6.39204692840576
1,1,1,13,6.16884330163176,0.257,0.000579364947043359,0.257,-32.3772010803223,0.257,6.45333957672119,6.5,0.257,0.000468462851131335,0.257,-33.3018608093262,0.257,6.46670961380005
1,1,1,13,6.72717132202972,0.257,0.000392729125451297,0.257,-34.0707626342773,0.257,6.38222074508667,7,0.257,0.000307996582705528,0.257,-35.1335525512695,0.257,6.16847562789917
1,1,1,13,7.33603234563737,0.257,0.000218623550608754,0.257,-36.641960144043,0.257,5.72216463088989,7.5,0.257,0.000182101066457108,0.257,-37.4537391662598,0.257,5.42472219467163
1,1,1,13,8,0.257,9.95555310510099e-05,0.257,-40.2101097106934,0.257,4.13478136062622,8,0.257,9.95555310510099e-05,0.257,-40.2101097106934,0.257,4.13478136062622
1,1,1,14,4,0.457,0.00079740397632122,0.457,-30.999963760376,0.457,2.54943084716797,4,0.457,0.00079740397632122,0.457,-30.999963760376,0.457,2.54943084716797
1,1,1,14,4.36203093066103,0.457,0.000691905443090945,0.457,-31.6239051818848,0.457,3.21135854721069,4.5,0.457,0.000659502518828958,0.457,-31.8367042541504,0.457,3.39097094535828
1,1,1,14,4.75682846001088,0.457,0.000613174808677286,0.457,-32.1633415222168,0.457,3.69014477729797,5,0.457,0.000585809058975428,0.457,-32.3720283508301,0.457,3.99560165405273
1,1,1,14,5.18735821860404,0.457,0.000574286968912929,0.457,-32.4648780822754,0.457,4.26612377166748,5.5,0.457,0.000568425690289587,0.457,-32.514102935791,0.457,4.76552677154541
1,1,1,14,5.65685424949238,0.457,0.000569061376154423,0.457,-32.5080490112305,0.457,5.01666307449341,6,0.457,0.000570432923268527,0.457,-32.488224029541,0.457,5.49956464767456
1,1,1,14,6.16884330163176,0.457,0.000568001938518137,0.457,-32.500072479248,0.457,5.68304777145386,6.5,0.457,0.000552041979972273,0.457,-32.6097373962402,0.457,5.91280269622803
1,1,1,14,6.72717132202972,0.457,0.000531071040313691,0.457,-32.768913269043,0.457,5.96509838104248,7,0.457,0.000495552027132362,0.457,-33.0604629516602,0.457,5.9147515296936
1,1,1,14,7.33603234563737,0.457,0.00043982858187519,0.457,-33.5708084106445,0.457,5.69002485275269,7.5,0.457,0.000409602507716045,0.457,-33.8778305053711,0.457,5.5194845199585
1,1,1,14,8,0.457,0.000314473727485165,0.457,-35.0260772705078,0.457,4.7865104675293,8,0.457,0.000314473727485165,0.457,-35.0260772705078,0.457,4.7865104675293
1,1,1,15,4,0.257,0.00194880575872958,0.349,-28.6970272064209,0.349,13.9204950332642,4,0.257,0.00194880575872958,0.349,-28.6970272064209,0.349,13.9204950332642
1,1,1,15,4.36203093066103,0.257,0.0013581570237875,0.349,-30.0780353546143,0.349,11.4605226516724,4.5,0.257,0.00114145677071065,0.349,-30.6665210723877,0.349,10.3161649703979
1,1,1,15,4.75682846001088,0.257,0.000782371498644352,0.349,-31.8147792816162,0.349,8.25161838531494,5,0.257,0.000512275903020054,0.349,-32.9173393249512,0.349,6.55013942718506
1,1,1,15,5.18735821860404,0.257,0.000353355600964278,0.349,-33.7379989624023,0.349,5.45983934402466,5.5,0.257,0.000173025226104073,0.349,-34.9763832092285,0.349,4.08905506134033
1,1,1,15,5.65685424949238,0.257,0.000115236696728971,0.349,-35.516529083252,0.349,3.60062861442566,6,0.257,4.28527237090748e-05,0.349,-36.5100059509277,0.349,2.90644264221191
1,1,1,15,6.16884330163176,0.257,2.65622456936399e-05,0.349,-36.9241638183594,0.349,2.70180201530457,6.5,0.257,1.70695402630372e-05,0.349,-37.6586418151855,0.349,2.44019103050232
1,1,1,15,6.72717132202972,0.257,2.10654980037361e-05,0.349,-38.1385154724121,0.349,2.30829572677612,7,0.257,3.14866956614424e-05,0.349,-38.7149314880371,0.349,2.15993189811707
1,1,1,15,7.33603234563737,0.257,4.7337725845864e-05,0.349,-39.4372253417969,0.349,1.97453022003174,7.5,0.257,5.4958596592769e-05,0.349,-39.7940406799316,0.349,1.8845739364624
1,1,1,15,8,0.257,7.39008100936189e-05,0.349,-40.8853378295898,0.349,1.63775742053986,8,0.257,7.39008100936189e-05,0.349,-40.8853378295898,0.349,1.63775742053986
1,1,1,16,4,0.301,0.00107503880281001,0.305,-29.6412181854248,0.305,6.86058664321899,4,0.301,0.00107503880281001,0.305,-29.6412181854248,0.305,6.86058664321899
1,1,1,16,4.36203093066103,0.301,0.00104010733775795,0.305,-29.8133602142334,0.305,8.40843772888184,4.5,0.301,0.000990000669844449,0.305,-30.038818359375,0.305,8.92422676086426
1,1,1,16,4.75682846001088,0.301,0.000865165609866381,0.305,-30.6449527740479,0.305,9.63860321044922,5,0.301,0.000730722094886005,0.305,-31.3982563018799,0.305,9.73905277252197
1,1,1,16,5.18735821860404,0.301,0.000628339592367411,0.305,-32.0690765380859,0.305,9.23122882843018,5.5,0.301,0.000474787026178092,0.305,-33.3108177185059,0.305,7.30948686599731
1,1,1,16,5.65685424949238,0.301,0.000408866297220811,0.305,-33.9716758728027,0.305,6.05502796173096,6,0.301,0.000292054464807734,0.305,-35.4540748596191,0.305,3.23207926750183
1,1,1,16,6.16884330163176,0.301,0.000247336574830115,0.305,-36.1823959350586,0.305,1.93647849559784,6.5,0.301,0.000179865164682269,0.305,-37.5661849975586,0.305,-0.299931615591049
